-4.108	0.29422	1.4474e-07
-4.0995	0.29657	-0.0015825
-4.0921	0.2979	-0.0022139
-4.0855	0.29924	-0.0012773
-4.0778	0.29797	-0.0011547
-4.0713	0.29788	-0.0017079
-4.0657	0.29842	-0.0020811
-4.0607	0.29882	-0.002141
-4.0569	0.29681	-0.0024849
-4.0521	0.29195	-0.0045323
-4.0474	0.28673	-0.0060363
-4.0429	0.28491	-0.0056323
-4.0387	0.28257	-0.0052453
-4.0346	0.28153	-0.0040955
-4.031	0.28074	-0.002853
-4.0278	0.27909	-0.0019887
-4.0253	0.27867	-0.0014386
-4.0237	0.27854	-0.00172
-4.0229	0.27854	-0.0022803
-4.0227	0.27855	-0.0030507
-4.0227	0.27855	-0.004046
-4.0228	0.27855	-0.0052746
-4.0228	0.27855	-0.0067309
-4.023	0.27855	-0.0084009
-4.0231	0.27855	-0.010255
-4.0234	0.27855	-0.012246
-4.0236	0.27855	-0.014307
-4.024	0.27855	-0.01635
-4.0243	0.27855	-0.018212
-4.0247	0.27855	-0.019719
-4.0249	0.27855	-0.020705
-4.025	0.27855	-0.021002
-4.025	0.27855	-0.020744
-4.0249	0.27855	-0.020094
-4.0247	0.27855	-0.018883
-4.021	0.27934	-0.018553
-4.0157	0.28024	-0.017396
-4.0104	0.28371	-0.016226
-4.0054	0.28947	-0.016939
-4.0003	0.29596	-0.019233
-3.9949	0.29863	-0.020394
-3.9898	0.30297	-0.023203
-3.9835	0.30719	-0.024717
-3.9787	0.30928	-0.02479
-3.9744	0.30922	-0.027433
-3.9687	0.30741	-0.030202
-3.9585	0.3049	-0.032082
-3.9501	0.29962	-0.03464
-3.9422	0.29425	-0.039512
-3.9356	0.28992	-0.0484
-3.9307	0.28325	-0.056797
-3.929	0.28182	-0.065695
-3.9284	0.28152	-0.075551
-3.9268	0.28079	-0.085423
-3.9244	0.28104	-0.094626
-3.921	0.28174	-0.10329
-3.916	0.28638	-0.10757
-3.9105	0.28957	-0.11256
-3.9042	0.29241	-0.11788
-3.8981	0.29552	-0.12256
-3.8925	0.29828	-0.12607
-3.8875	0.30012	-0.13012
-3.8814	0.30325	-0.13174
-3.8767	0.30507	-0.13114
-3.8702	0.30526	-0.13111
-3.8659	0.3078	-0.12801
-3.8644	0.30833	-0.12425
-3.8662	0.3061	-0.11973
-3.8666	0.30247	-0.11272
-3.8679	0.29885	-0.10359
-3.8708	0.29468	-0.094058
-3.8702	0.29026	-0.084142
-3.8657	0.28558	-0.073897
-3.8626	0.28022	-0.064571
-3.8607	0.27901	-0.057665
-3.8583	0.27867	-0.051791
-3.8549	0.27853	-0.046644
-3.8504	0.27854	-0.042039
-3.8447	0.27854	-0.037968
-3.8364	0.28017	-0.033061
-3.8261	0.28444	-0.026536
-3.8166	0.28894	-0.019495
-3.8064	0.29321	-0.012342
-3.7963	0.29738	-0.0055911
-3.7807	0.30402	-0.001156
-3.7655	0.30704	0.0031355
-3.7519	0.30799	0.0075757
-3.7402	0.30739	0.010627
-3.7274	0.30787	0.011807
-3.7182	0.30826	0.012435
-3.7088	0.30893	0.011244
-3.7058	0.30728	0.0089642
-3.7003	0.30306	0.0041275
-3.6966	0.29823	-0.0047677
-3.6951	0.29338	-0.0168
-3.6948	0.28875	-0.029336
-3.6925	0.28477	-0.043176
-3.6906	0.28118	-0.056972
-3.6883	0.2792	-0.069281
-3.6849	0.27901	-0.079541
-3.6805	0.27871	-0.088995
-3.6747	0.27849	-0.097663
-3.6676	0.27854	-0.10569
-3.6592	0.27855	-0.11342
-3.6494	0.28068	-0.12056
-3.6396	0.28483	-0.12805
-3.6334	0.28915	-0.1369
-3.6252	0.2936	-0.14611
-3.6155	0.29845	-0.15518
-3.5972	0.30607	-0.161
-3.58	0.31024	-0.1659
-3.565	0.30893	-0.17134
-3.5505	0.30782	-0.17489
-3.539	0.30506	-0.17594
-3.5295	0.30046	-0.17488
-3.5223	0.29794	-0.17388
-3.5162	0.29594	-0.17262
-3.5116	0.29068	-0.17039
-3.5033	0.28786	-0.16258
-3.4924	0.28787	-0.14942
-3.4822	0.28651	-0.13517
-3.476	0.28511	-0.1194
-3.4729	0.2819	-0.10402
-3.4749	0.278	-0.08891
-3.4762	0.27887	-0.075534
-3.4748	0.27854	-0.063346
-3.4718	0.27856	-0.051853
-3.4672	0.27855	-0.040798
-3.461	0.27855	-0.030389
-3.4516	0.28065	-0.021815
-3.4395	0.2848	-0.014518
-3.4255	0.28907	-0.0064419
-3.4118	0.29359	0.0024006
-3.3923	0.29843	0.0091526
-3.3711	0.30537	0.013794
-3.3516	0.30892	0.017601
-3.3344	0.30731	0.021577
-3.3184	0.30495	0.024836
-3.3066	0.30042	0.025839
-3.2976	0.29754	0.028182
-3.2914	0.29363	0.02919
-3.2891	0.291	0.02601
-3.2862	0.2866	0.020682
-3.2749	0.2873	0.007999
-3.2658	0.28742	-0.0085345
-3.2603	0.28733	-0.026141
-3.2572	0.28584	-0.043755
-3.2611	0.28173	-0.061954
-3.2645	0.27954	-0.074875
-3.2661	0.27876	-0.086156
-3.2652	0.2785	-0.096457
-3.2624	0.27855	-0.10642
-3.2578	0.27855	-0.11607
-3.2517	0.27855	-0.1255
-3.2426	0.28064	-0.13447
-3.2301	0.28455	-0.14329
-3.2163	0.28896	-0.15318
-3.1994	0.29378	-0.16328
-3.179	0.29863	-0.17209
-3.1575	0.30554	-0.17898
-3.1378	0.30912	-0.18484
-3.1205	0.30755	-0.19051
-3.106	0.30458	-0.19482
-3.0944	0.29968	-0.19678
-3.0808	0.29627	-0.19927
-3.0716	0.29208	-0.20077
-3.0611	0.28881	-0.19883
-3.0474	0.28668	-0.19286
-3.0337	0.2874	-0.18164
-3.0227	0.28759	-0.16687
-3.0154	0.2874	-0.1497
-3.0102	0.28603	-0.1322
-3.0114	0.28172	-0.11355
-3.0121	0.28015	-0.10045
-3.0107	0.2795	-0.089336
-3.0078	0.27879	-0.079136
-3.0033	0.27854	-0.069881
-2.9971	0.27854	-0.061153
-2.9891	0.27855	-0.05291
-2.9783	0.28063	-0.045304
-2.9642	0.28452	-0.037353
-2.9486	0.28892	-0.028058
-2.9278	0.29362	-0.020511
-2.9059	0.29788	-0.013799
-2.8831	0.30415	-0.009296
-2.8623	0.30705	-0.0057344
-2.8439	0.30475	-0.0020599
-2.8287	0.3007	0.00088818
-2.8168	0.2947	0.0017973
-2.7991	0.29216	0.0055157
-2.7898	0.28902	0.0059377
-2.7868	0.28471	0.0038245
-2.7725	0.28527	-0.0037665
-2.7598	0.28565	-0.018732
-2.7505	0.28636	-0.033986
-2.7433	0.28596	-0.050846
-2.7448	0.284	-0.069438
-2.7502	0.28001	-0.085704
-2.7558	0.2776	-0.10016
-2.7605	0.27774	-0.11373
-2.7635	0.27866	-0.12648
-2.7646	0.27859	-0.13877
-2.7634	0.27863	-0.1504
-2.76	0.27859	-0.16125
-2.7521	0.28033	-0.17204
-2.7373	0.28443	-0.18376
-2.7191	0.28878	-0.19507
-2.699	0.29362	-0.20569
-2.6778	0.2983	-0.21534
-2.6556	0.3051	-0.22319
-2.6352	0.30855	-0.22986
-2.6173	0.30703	-0.23606
-2.601	0.30403	-0.24142
-2.5885	0.29891	-0.24378
-2.5793	0.29183	-0.24351
-2.5726	0.28215	-0.24118
