7.708e-07	0.0018009	0.0021003	0.0023988	0.0026959	0.003032	7.0586e-05	4.4128e-05	2.1213e-05	5.2646e-06	-0.011648	-0.012451	-0.04505	-0.043877
-9.1485e-05	0.00032174	0.00038322	0.00072326	0.0011125	0.0014286	0.0011704	0.00066277	0.00027496	5.2585e-05	0.00027537	5.0007e-05	0.00036614	0.00039372
-0.24655	-0.719	-1.72	-3.0243	-4.6399	-6.8437	-2.3449	-1.279	-0.53227	-0.10497	0.0048254	0.0023169	0.00507	-2.6898
-0.00085794	-0.0021147	-0.0044292	-0.00604	-0.007122	-0.0074666	-0.0069985	-0.0050365	-0.0026169	-0.00067709	0.00025919	0.00013061	0.0003193	0.00035137
-0.097085	-0.31956	-0.83315	-1.5874	-2.636	-4.244	-4.3894	-2.4856	-1.0833	-0.23673	0.0034408	-0.0019709	0.0033119	0.59906
-0.01046	-0.022762	-0.043289	-0.054918	-0.044128	0.0043862	0.53619	0.30585	0.13471	0.029829	-0.00061363	2.6788e-05	0.38442	0.0005034
-0.0089725	-0.018452	-0.033362	-0.038358	-0.019368	0.039431	0.53052	0.30177	0.13249	0.029124	-0.00067864	0.0001741	0.34345	0.00067358
-0.011696	-18.809	-11.006	-2.7654	5.0891	13.966	-2.268	-1.2994	-0.57026	-0.12502	-0.0048871	13.898	-8.3846	-0.0085523
-0.20794	1.6098	1.7074	1.6099	1.4153	1.1029	0.86578	0.54682	0.26629	0.071582	0.0027065	-1.0419	0.0042337	-0.0033118
-0.028227	-0.36842	-0.24692	-0.14147	-0.062497	0.0049595	0.024627	0.037314	0.035131	0.016908	0.00074204	0.26964	0.00078029	-0.0010201
-0.072748	0.81141	0.84336	0.78986	0.70586	0.57185	0.46995	0.32183	0.17577	0.049393	0.0014299	-0.44037	0.0005708	-0.0022214
-0.036753	-0.47509	-0.34331	-0.22815	-0.14443	-0.071427	-0.046922	-0.021949	-0.0058237	0.00077084	0.00093165	0.3223	0.0013599	-0.00080909
-0.025978	-0.51922	-0.397	-0.28071	-0.19156	-0.10823	-0.075489	-0.040202	-0.014886	-0.0018453	0.00083534	0.33119	0.0011299	-0.0004829
-0.02993	-0.53087	-0.39737	-0.27381	-0.18067	-0.096109	-0.064627	-0.032492	-0.010825	-0.00072581	0.00090038	0.32075	0.0011744	-0.00041461
-0.032702	-0.52379	-0.38447	-0.25902	-0.1654	-0.082445	-0.053322	-0.024712	-0.0067987	0.00044183	0.001001	0.29933	0.0012564	-0.00035201
