1.665e-08	1.5932e-08	2.7542e-08	6.1747e-08	1.1855e-07	2.1005e-07	1.7172e-07	9.4895e-08	4.0669e-08	9.0375e-09	1.4178e-08	1.4178e-08	5.0577e-08	5.058e-08
-0.00050641	7.7314e-05	0.00068246	-0.00042593	0.0001715	1.552e-05	8.946e-05	0.00037869	-0.00018992	-6.5368e-06	-0.14426	-0.029794	-0.17995	-0.19562
-0.0015961	0.00022792	0.0021181	-0.0012832	0.00051364	5.641e-05	0.00029359	0.0011378	-0.00055457	-1.5832e-05	-0.28517	-0.076986	-0.34991	-0.37851
-0.0033116	0.00044801	0.0043285	-0.0025505	0.0010157	0.000129	0.00062724	0.0022608	-0.001065	-1.9357e-05	-0.42344	-0.13807	-0.51174	-0.55123
-0.0056595	0.00073338	0.0072851	-0.0041794	0.0016568	0.00023494	0.0010971	0.0037143	-0.001679	-4.5119e-06	-0.55964	-0.21017	-0.66696	-0.71583
-0.0086086	0.0010785	0.010908	-0.0060971	0.0024056	0.00036903	0.0017009	0.0054478	-0.0023434	4.4004e-05	-0.69424	-0.29098	-0.81681	-0.87401
-0.012086	0.0014743	0.015067	-0.0082067	0.0032229	0.00052256	0.0024284	0.0073946	-0.002997	0.00014235	-0.82763	-0.37858	-0.9623	-1.0271
-0.015976	0.0019078	0.019583	-0.010391	0.0040628	0.00068354	0.0032618	0.0094722	-0.0035753	0.00030515	-0.96012	-0.47143	-1.1042	-1.1763
-0.020115	0.0023595	0.024233	-0.012517	0.0048749	0.00083952	0.0041767	0.011584	-0.0040158	0.00054259	-1.092	-0.56824	-1.2433	-1.3225
-0.024293	0.0028046	0.028756	-0.014443	0.0056067	0.00097862	0.0051433	0.013621	-0.0042649	0.00085704	-1.2234	-0.66797	-1.38	-1.4665
-0.028256	0.003208	0.032861	-0.016026	0.0062064	0.0010936	0.006126	0.015462	-0.0042853	0.0012392	-1.3547	-0.76976	-1.5148	-1.6088
-0.031713	0.0035322	0.036245	-0.017126	0.0066283	0.0011852	0.0070851	0.016976	-0.0040638	0.0016639	-1.4858	-0.87291	-1.648	-1.7501
-0.034343	0.0037275	0.038598	-0.017627	0.0068315	0.0012593	0.0079736	0.018025	-0.0036201	0.0020863	-1.6171	-0.97683	-1.7798	-1.8906
-0.035817	0.0037414	0.03963	-0.017438	0.0067855	0.0013287	0.0087365	0.018462	-0.0030131	0.0024378	-1.7486	-1.081	-1.9106	-2.0309
-0.035818	0.0035205	0.039089	-0.016506	0.006472	0.0014074	0.0093076	0.018137	-0.002347	0.002623	-1.8804	-1.1851	-2.0404	-2.1712
-0.034065	0.0030148	0.036777	-0.014825	0.0058857	0.0015038	0.0096048	0.016896	-0.0017734	0.0025181	-2.0127	-1.2886	-2.1694	-2.3117
-0.030346	0.0021832	0.032578	-0.01244	0.0050349	0.0016107	0.0095252	0.014585	-0.0014913	0.001971	-2.1455	-1.3914	-2.2976	-2.4528
-0.024543	0.00099978	0.026467	-0.0094519	0.003941	0.0016929	0.0089399	0.011055	-0.0017406	0.00080343	-2.279	-1.4931	-2.4251	-2.5945
-0.016659	-0.00053991	0.018532	-0.0060078	0.002636	0.0016745	0.0076912	0.0061674	-0.0027923	-0.001183	-2.4132	-1.5937	-2.5519	-2.7371
-0.0068406	-0.0024136	0.0089738	-0.0022972	0.0011607	0.0014287	0.0055922	-0.00019738	-0.0049317	-0.0041982	-2.5482	-1.6927	-2.678	-2.8807
0.0046204	-0.004568	-0.0018907	0.0014646	-0.00043899	0.00077238	0.0024313	-0.0081281	-0.0084373	-0.0084504	-2.6842	-1.7903	-2.8034	-3.0254
0.017288	-0.0069179	-0.01364	0.0050554	-0.0021147	-0.00053141	-0.002016	-0.017669	-0.013554	-0.01413	-2.8213	-1.8861	-2.928	-3.1714
0.030602	-0.0093472	-0.025767	0.008267	-0.0038184	-0.0027605	-0.0079685	-0.028802	-0.020462	-0.021387	-2.9595	-1.9802	-3.0517	-3.3187
0.043917	-0.011715	-0.037705	0.010927	-0.0055036	-0.006209	-0.015611	-0.041429	-0.029249	-0.030311	-3.0989	-2.0725	-3.1744	-3.4675
0.056539	-0.013863	-0.048868	0.012915	-0.0071259	-0.011151	-0.025061	-0.055355	-0.039873	-0.040901	-3.2397	-2.1629	-3.2961	-3.6177
0.067787	-0.015632	-0.058681	0.014179	-0.0086415	-0.017794	-0.036325	-0.070267	-0.052142	-0.053045	-3.3819	-2.2516	-3.4165	-3.7694
0.07704	-0.016873	-0.06663	0.014734	-0.010006	-0.026229	-0.049264	-0.085728	-0.065687	-0.066493	-3.5256	-2.3385	-3.5355	-3.9227
0.083784	-0.017467	-0.072295	0.014662	-0.01117	-0.036377	-0.063549	-0.10117	-0.079962	-0.080842	-3.6709	-2.4237	-3.653	-4.0775
0.087649	-0.017345	-0.075386	0.014092	-0.012083	-0.047948	-0.078642	-0.11589	-0.094244	-0.095525	-3.8179	-2.5075	-3.7688	-4.2339
0.088422	-0.016501	-0.075771	0.013177	-0.012688	-0.060409	-0.093785	-0.1291	-0.10766	-0.10982	-3.9666	-2.5899	-3.8826	-4.3916
0.086045	-0.015006	-0.073492	0.01207	-0.012931	-0.072979	-0.10802	-0.13993	-0.11925	-0.12289	-4.1171	-2.6713	-3.9943	-4.5508
0.0806	-0.013022	-0.068767	0.010889	-0.01276	-0.084659	-0.12024	-0.14748	-0.12798	-0.13378	-4.2695	-2.7519	-4.1036	-4.7113
0.072269	-0.010801	-0.061995	0.0096925	-0.012143	-0.094283	-0.12925	-0.1509	-0.13287	-0.14152	-4.4237	-2.8321	-4.2103	-4.873
0.0613	-0.0086815	-0.05373	0.0084571	-0.011074	-0.10061	-0.1339	-0.14943	-0.13305	-0.14519	-4.5797	-2.9121	-4.3142	-5.0357
0.047966	-0.0070818	-0.044662	0.0070646	-0.0095888	-0.10246	-0.13316	-0.14248	-0.12783	-0.14397	-4.7376	-2.9924	-4.4151	-5.1994
0.032532	-0.0064788	-0.035581	0.0053006	-0.0077758	-0.09878	-0.12624	-0.12968	-0.11677	-0.13725	-4.8973	-3.0734	-4.5128	-5.3638
0.015236	-0.0073825	-0.027337	0.0028628	-0.005788	-0.088836	-0.11267	-0.11091	-0.099706	-0.12464	-5.0588	-3.1553	-4.607	-5.5288
-0.0037138	-0.010304	-0.020793	-0.00061801	-0.0038458	-0.072243	-0.092362	-0.08632	-0.076764	-0.10604	-5.2221	-3.2387	-4.6978	-5.6941
-0.024131	-0.015712	-0.016773	-0.0055476	-0.0022382	-0.049038	-0.065608	-0.056327	-0.048353	-0.081634	-5.3869	-3.3238	-4.785	-5.8596
-0.045828	-0.023995	-0.01601	-0.012331	-0.0013106	-0.019674	-0.033042	-0.021592	-0.015124	-0.051861	-5.5533	-3.4109	-4.8686	-6.0252
-0.068584	-0.035411	-0.019086	-0.021328	-0.001449	0.015017	0.0044021	0.017019	0.02207	-0.017397	-5.721	-3.5005	-4.9487	-6.1904
-0.092108	-0.050038	-0.026379	-0.032806	-0.003056	0.053893	0.045565	0.058481	0.06222	0.020894	-5.89	-3.5926	-5.0255	-6.3553
-0.11601	-0.067739	-0.038011	-0.04689	-0.0065162	0.09559	0.089139	0.10166	0.10422	0.062009	-6.0599	-3.6876	-5.0991	-6.5194
-0.13978	-0.088121	-0.053798	-0.063524	-0.012164	0.13861	0.13374	0.14536	0.1469	0.10485	-6.2306	-3.7855	-5.17	-6.6826
-0.16275	-0.11053	-0.073222	-0.082427	-0.020241	0.18139	0.17796	0.18836	0.18907	0.14825	-6.4017	-3.8864	-5.2386	-6.8446
-0.18417	-0.13405	-0.095422	-0.10308	-0.03086	0.2224	0.22044	0.22946	0.22957	0.19107	-6.573	-3.9905	-5.3053	-7.0052
-0.20314	-0.15754	-0.11922	-0.1247	-0.043968	0.26015	0.25988	0.26753	0.26728	0.23213	-6.7441	-4.0976	-5.3707	-7.1642
-0.21875	-0.17972	-0.1432	-0.14632	-0.05931	0.29329	0.2951	0.3015	0.30115	0.27036	-6.9147	-4.2078	-5.4353	-7.3214
-0.23009	-0.19923	-0.16577	-0.16676	-0.076415	0.3206	0.32505	0.33042	0.33025	0.3047	-7.0844	-4.3209	-5.4998	-7.4767
-0.23635	-0.21479	-0.18536	-0.18478	-0.094581	0.34103	0.34884	0.35347	0.35374	0.33424	-7.253	-4.4369	-5.5648	-7.6299
-0.23685	-0.22524	-0.20049	-0.19915	-0.1129	0.35372	0.36574	0.36995	0.37092	0.35815	-7.4202	-4.5554	-5.6307	-7.7809
-0.23112	-0.22969	-0.20994	-0.20873	-0.13029	0.358	0.37519	0.37935	0.38125	0.37574	-7.5856	-4.6764	-5.698	-7.9298
-0.21894	-0.2275	-0.21283	-0.21261	-0.14558	0.35343	0.37684	0.3813	0.38434	0.38646	-7.7492	-4.7997	-5.7672	-8.0764
-0.2003	-0.21838	-0.20862	-0.21014	-0.15759	0.33978	0.37048	0.37561	0.37995	0.38992	-7.9108	-4.925	-5.8385	-8.2208
-0.17544	-0.20232	-0.19715	-0.20096	-0.16527	0.3171	0.35613	0.36225	0.36802	0.38589	-8.0702	-5.0522	-5.9123	-8.3632
